,rating,review
19013,5,04-09-2023 13:53:00. very 👍👍
19014,5,04-09-2023 13:54:00. Very nice app
19015,5,04-09-2023 13:59:00. Chat gpt helps me in every work
19016,5,"04-09-2023 14:01:00. This is a very good app, in my opinion.I like how the app gives every answer correctly.But the only flaw is that it should be updated because it was updated last in 2021,21 september,which is 2 years ago."
19017,5,04-09-2023 14:02:00. very good
19018,5,04-09-2023 14:02:00. Best of the best 🤌🤌
19019,5,04-09-2023 14:08:00. outstanding
19020,5,04-09-2023 14:12:00. this app is great I am statisfied
19021,5,04-09-2023 14:12:00. good
19022,5,04-09-2023 14:15:00. I use this for school and it's absolutely amazing 👏
19023,5,04-09-2023 14:16:00. amazing
19024,4,04-09-2023 14:18:00. stellar
19025,4,"04-09-2023 14:19:00. brilliant,but be cautious it sometimes gives wrong answers"
19026,5,04-09-2023 14:19:00. I LOVE IT
19027,5,04-09-2023 14:21:00. It helps in answering !
19028,4,"04-09-2023 14:24:00. I love this, I mean, I love Chat GPT from day one!! For the search engine - Google, For the Generative AI Tools - ChatGPT. Thanks for making such amazing tools and thanks for all you do for the human kind!!!"
19029,5,04-09-2023 14:26:00. Thanks Open ai
19030,5,04-09-2023 14:26:00. This app is very very good 👍
19031,1,"04-09-2023 14:39:00. Forgot password, followed instructions and reset password but the app continues to reject new password!? Bummer!"
19032,5,04-09-2023 14:42:00. thank this helped my so much I love this add
19033,5,04-09-2023 14:43:00. excellent 👍 explain.....
19034,3,"04-09-2023 14:45:00. app is generating very slow responses after the last update 1.000039 ,from the time Plus is added ,very sad"
19035,1,04-09-2023 14:48:00. Poor and useless
19036,4,04-09-2023 14:52:00. need some more improvement but still great
19037,5,04-09-2023 14:58:00. No reason its just a really helpful spp L
19038,5,04-09-2023 14:59:00. 😍😍
19039,5,04-09-2023 15:04:00. Very useful app for information
19040,1,"04-09-2023 15:05:00. Which browser is most compactible to chatgpt plz? I have google chrome, moxilla fireforce, phonix and opera mini all installed but chatgpt says there is no compactible browser to lunch it."
19041,5,04-09-2023 15:07:00. Good for script writer
19042,5,04-09-2023 15:14:00. amazing app you had never thought of
19043,5,04-09-2023 15:15:00. Good
19044,5,04-09-2023 15:15:00. Great app and so easy to use
19045,5,04-09-2023 15:16:00. Helping me in every case.
19046,5,04-09-2023 15:18:00. I can do my homework without any tension and time but sometimes it doesn't know the answer 😭😭
19047,5,04-09-2023 15:20:00. totally awesome
19048,3,04-09-2023 15:22:00. I want to give it 5 star but its have limited information till September 2021 but not after it or futuristic info provides
19049,5,04-09-2023 15:25:00. The best ai ever would definitely recommend this to anyone I know
19050,1,04-09-2023 15:27:00. Knowledge cutoff date? Dont even bother. Anything after September of 2021 the AI is forbidden to talk about.
19051,5,04-09-2023 15:30:00. not bad just wish it was up to date
19052,5,04-09-2023 15:31:00. awesome App Love it
19053,5,04-09-2023 15:32:00. best app
19054,5,04-09-2023 15:36:00. it has very nice interface easy to understand for new people
19055,5,04-09-2023 15:36:00. thank
19056,5,04-09-2023 15:37:00. Help I'm new.
19057,5,04-09-2023 15:39:00. VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY USE FULL APPLICATION
19058,5,04-09-2023 15:41:00. 👍👍👍
19059,5,04-09-2023 15:44:00. I give five star because i´m using chat gpt before coming to play store and it help me every time in everywhere
19060,5,04-09-2023 15:47:00. Neat little app here
19061,1,"04-09-2023 15:49:00. Please update information ,etc in ChatGPT"
19062,5,04-09-2023 15:49:00. incredible tool
19063,5,04-09-2023 15:53:00. We needed this app so badly ❤️
19064,5,"04-09-2023 16:02:00. Subject: Request for Financial Support to Start My Restaurant Dear [Brother's Name], I hope this email finds you well. I wanted to reach out to you with an important matter that has been on my mind for quite some time. As you may know, I have always had a passion for cooking and dreamt of starting my own restaurant. Today, I am taking the first step toward turning that dream into a reality, and I am reaching out to you for some financial assistance. Starting a restaurant requires a significa"
19065,5,04-09-2023 16:03:00. now i have a walking dictionary that talks to me like Im five
19066,5,04-09-2023 16:04:00. Just amazing it does everything I tell it to 🥰🥰😍😍😍🤩🤩🤩😘😘
19067,5,04-09-2023 16:09:00. Just Amazing!!
19068,5,04-09-2023 16:13:00. Amazing experience..
19069,5,04-09-2023 16:15:00. isse behatar kuch bhi nahi
19070,5,04-09-2023 16:15:00. There's no doubt it is the best AI app on Play Store
19071,5,04-09-2023 16:15:00. It helped me alot
19072,5,04-09-2023 16:17:00. good app
19073,5,04-09-2023 16:18:00. My psychoterapsit
19074,4,04-09-2023 16:22:00. Intellectual and for now it's best in the category
19075,5,"04-09-2023 16:28:00. it's good , but I can't copy a cod from the page. and the cods for python are loading very slowly, I mean it shows a white screen instead of cods.but it shows cods when I minimize and again return to gpt 🙃. overall good but I think web version is more good. these problems are less in web version of gpt"
19076,4,"04-09-2023 16:29:00. Literally you did great thing by creating this app, you just have to update it to the latest model from September 2021 till now."
19077,5,04-09-2023 16:30:00. lots of fun. use wisely tho
19078,5,"04-09-2023 16:39:00. great app, always been helpin me out."
19079,5,04-09-2023 16:41:00. Great
19080,5,04-09-2023 16:46:00. it feels the same as it is for the pc and laptop user with the same power but easily portable anywhere
19081,5,04-09-2023 16:47:00. very useful
19082,5,04-09-2023 16:51:00. I never seen like this ai.absolutely great app.
19083,5,04-09-2023 16:52:00. Great app.
19084,5,04-09-2023 16:52:00. This app is one of the EXCELLENT app ever I seen
19085,5,"04-09-2023 16:55:00. I'm so glad I can now use ChatGPT on my phone! and use it just like my browser! just missing the ability to edit earlier messages, but a pretty solid app so far."
19086,5,04-09-2023 16:56:00. So Good App 💝
19087,4,"04-09-2023 16:58:00. Its a great app, more convenient than using mobile web browser for ChatGPT. I would make it 5 stars, however its lacking a search bar for certain words or phrases in a single chat. That would be great instead of scrolling up for previous messages."
19088,5,04-09-2023 17:00:00. Best application ❤️❤️❤️👌👌👌🌹🌹🌹
19089,5,04-09-2023 17:08:00. Excellent app! This app is best for doing school assignments. But some response are very short.
19090,5,04-09-2023 17:10:00. I am very happy with this CHATGPT.. THANKU OPEN.AI
19091,5,04-09-2023 17:14:00. perfect app for doubt solving
19092,1,"04-09-2023 17:14:00. Listen. Due to the recent update of the beta version, the responses of chatgpt got extremely slow and it was unbearable. Please fix it. Until then i am not installing chatgpt"
19093,5,"04-09-2023 17:15:00. You always helped me, Thanks GPT"
19094,5,04-09-2023 17:18:00. Oh wow 💋💋♥️🤩🥰 shapater app
19095,5,"04-09-2023 17:20:00. ChatGPT is just wonderful, easy to use no stress"
19096,4,"04-09-2023 17:35:00. good work done but please let Al to bring search results with images.if not,5 stars"
19097,5,04-09-2023 17:36:00. Awesome
19098,5,04-09-2023 17:37:00. Always no1 choise for search and getting very good relavant ans.
19099,5,04-09-2023 17:39:00. hi am siddharth I love chatgpt
19100,5,04-09-2023 17:40:00. you can use it as your personal assistant
19101,4,04-09-2023 17:40:00. nice ☺️
19102,5,"04-09-2023 17:40:00. very very very nice,app the best AI"
19103,3,04-09-2023 17:43:00. Feels a bit lacking in features compared to the web version. Being able to edit my messages on the fly was always useful.
19104,5,04-09-2023 17:43:00. Wonderful
19105,5,"04-09-2023 17:51:00. brilliant and amazing app, I'm so impressed"
19106,2,"04-09-2023 17:51:00. It seemed like magic at first... Wow, this thing can help me with difficult technical problems! Well, it wasn't magic. It gave me insanely bad advice on my server setup and wasted a good 12 hours of my time. Beware the overconfidence of chatgpt!"
19107,5,04-09-2023 17:52:00. Best and most productively usefull app in my device 🤩. I like the fast and clean UI very much. Also history off option is a bonus 🎁. 🫂🫂🫂 Loving it ❤️.
19108,3,04-09-2023 17:52:00. it helps me
19109,4,"04-09-2023 17:53:00. Very helpful for students especially the students of 1st and 2nd year... With the help of chatgpt We solve our match questions, other subjects assignments and anything we want.. Thanks.."
19110,4,04-09-2023 17:59:00. Learning in progress
19111,5,04-09-2023 18:08:00. because ChatGPT give unbiased information so this is choice of many peoples around the world
19112,3,04-09-2023 18:12:00. useful
19113,5,04-09-2023 18:13:00. Finally I get to design my own witty robotic butler
19114,5,04-09-2023 18:18:00. We've become best friends. He knows me well
19115,5,04-09-2023 18:22:00. Very nice ai for learning and presentation love it
19116,1,04-09-2023 18:26:00. Doesn't Assist with important topics just basics
19117,5,"04-09-2023 18:27:00. Really Good App, and Useful"
19118,5,04-09-2023 18:32:00. A perfect example of good basic human needs
19119,4,"04-09-2023 18:46:00. আমি যখন কমেন্ট করছি, তখন ২০০০ কমেন্ট আছে এখানে। দেখি পাঁচ বছর পরে কত হয়।"
19120,5,"04-09-2023 18:52:00. very good, I like it so much."
19121,5,04-09-2023 19:03:00. It works like a bomb.Love it
19122,5,04-09-2023 19:06:00. Basically I am using this for everyday for engineering
19123,2,04-09-2023 19:09:00. It is not up to date because the information has been updated in 2019 please keep it up with real time information
19124,3,"04-09-2023 19:10:00. Developers can improve ChatGPT by enhancing language understanding, context retention, user customization, and multimodal integration. They should reduce bias, encourage user feedback, and follow ethical AI guidelines. Better memory, clearer system messages, and multilingual support are essential. Collaboration with domain experts, regular updates, and accessibility features can enhance user experience. Safety measures and education promote responsible use, ensuring ChatGPT remains interesting."
19125,1,"04-09-2023 19:10:00. This is a very funny and stupid language module. It doesn't know which data sources were used to train it, this app has been trained to promote ideas like LGBT and other similar notions. the answers are non reliable and misleading. I don't recommend downloading this app."
19126,5,04-09-2023 19:11:00. Wonderful technology 😊
19127,5,04-09-2023 19:12:00. OMG what a amazing App ChatGPT Awesome google ko bhi piche chhod diya🤩🤩🤩🤩🥰🥰😍😍😍😍
19128,4,04-09-2023 19:12:00. good
19129,5,04-09-2023 19:15:00. perfect
19130,5,04-09-2023 19:26:00. good
19131,5,04-09-2023 19:27:00. top
19132,5,04-09-2023 19:40:00. it's only weakness was that it was on pc
19133,1,04-09-2023 20:00:00. Not receiving mail to reset password. What to do?
19134,5,04-09-2023 20:01:00. Amazing
19135,5,04-09-2023 20:03:00. God of all AI tools 😊
19136,5,04-09-2023 20:18:00. Nice Work Bohat H Helpfull Hai Ye Chatgpt
19137,5,04-09-2023 20:29:00. Very Amazing..
19138,5,04-09-2023 20:30:00. interesting and helpful
19139,5,04-09-2023 20:36:00. what a great level
19140,5,04-09-2023 20:36:00. Interesting
19141,5,"04-09-2023 20:37:00. I have to say I'm not as skeptical as before but with all tech new tech comes new challenges. it's very clever, quick, detail oriented, and understandable. I'll be buying the premium soon."
19142,5,04-09-2023 20:38:00. wonderful
19143,1,04-09-2023 20:39:00. good response
19144,5,04-09-2023 20:48:00. excellent
19145,5,04-09-2023 21:03:00. love it
19146,4,"04-09-2023 21:04:00. Being able to search through past conversations is a great feature; as far as I know only found in this ChatGPT app. it is a bit sluggish to respond, but all-and-all a really good app."
19147,5,04-09-2023 21:07:00. 🔥🔥🔥🔥
19148,1,04-09-2023 21:13:00. This app has some errors that need to be corrected.
19149,4,"04-09-2023 21:14:00. I greatly appreciate your assistance. However, I kindly request that you consider adding the option to modify the displayed name. Aside from that, everything is perfect. Thank you."
19150,5,"04-09-2023 21:16:00. আপনি আপনার ফোনের পিকচার গুলি আনতে একটি অ্যাপ্লিকেশন ব্যবহার করতে পারেন, যেমন Google Photos বা Dropbox, যা ফোনের পিকচার গুলি ও অনলাইন স্টোরেজে সংরক্ষণ করতে সাহায্য করে। এই অ্যাপগুলি আপনার পিকচার গুলি আপনার অ্যাকাউন্টে সিঙ্ক করে রাখে এবং তাদের ওয়েব সাইটে দিয়ে আপনি যেখানেই থাকেন সেখান থেকে আপনার পিকচার গুলি দেখতে পারেন। পিকচার আনতে, আপনি যদি অ্যাপের সেটিংসে সিঙ্ক অপশন চয়ন করেন, তবে নতুন পিকচার গুলি স্বয়ংক্রিয়ভাবে অ্যাপের সাথে সংযুক্ত হবে। আপনি এই সেটআপ সম্পন্ন করলে, একটি পিকচার নিয়ে কোনও সম"
19151,5,04-09-2023 21:33:00. 😘😘
19152,5,04-09-2023 21:33:00. Good AI 😁👍🏻
19153,4,04-09-2023 21:35:00. It's great and very useful.
19154,5,04-09-2023 21:45:00. 👌
19155,5,"04-09-2023 21:46:00. It's very helpfull especially for Students, Thank u ChatGPT"
19156,3,04-09-2023 21:49:00. I love it only if there could be a photo generation part of it
19157,5,04-09-2023 21:51:00. Nothing like anything
19158,5,"04-09-2023 21:52:00. Add it voice so it pronounce some words for us,or it read what it typing, we need also to talk with it directly, asking it questions and also pictures so to give a hint of something one want to understand more and more, above all I love it alot, I liking it, I feel like iam chatting with my fellow human GOOD JOB 🤗🤩🤩🤩"
19159,5,04-09-2023 22:05:00. Very good app it actually help me alot I love this app ❤️❤️
19160,5,04-09-2023 22:11:00. good
19161,4,"04-09-2023 22:25:00. The only downside I have found so far is the app sends me to the browser site every time. While the AI is great, a WiFi connection is not always available."
19162,1,04-09-2023 22:44:00. No sound no fractures so simple difficult app
19163,5,04-09-2023 22:47:00. it's very useful 😃
19164,5,04-09-2023 22:50:00. love the app
19165,5,04-09-2023 22:50:00. speechless
19166,2,"04-09-2023 22:58:00. I like the app because I used it for all of my classes, but It is two stars because my teacher was able to find out quickly that I used it. That is because if you type in ""Hey chatgpt did you write this? [ ]"" It will tell you if it wrote it or not. So good but bad."
19167,5,04-09-2023 23:12:00. This is now one of my favorites app now
19168,5,04-09-2023 23:13:00. nice app
19169,4,04-09-2023 23:19:00. Please introduce plugins and latex equations. Overall very good app!
19170,5,04-09-2023 23:30:00. Am not that good at rating apps but so far so good this app is the best app I have seen so far for school & work learnings and exercises
19171,4,04-09-2023 23:38:00. Very helpful ..lightning reply
19172,5,04-09-2023 23:59:00. Really good overall and can help you do anything about Gaming or real life problem it's helping you a lot and probably the best IA i have used so far 10/10 5 stars deserved no ads best experience 💯
19173,5,05-09-2023 00:04:00. very nice! #1 AI
19174,5,05-09-2023 00:19:00. So cute
19175,5,05-09-2023 00:36:00. 10/10 no ads and has been super useful for me.
19176,5,05-09-2023 00:38:00. good
19177,5,05-09-2023 00:48:00. the best
19178,5,05-09-2023 00:49:00. I give it five stars ✨🤩 because it is very helpful and amezing app.I am really happy to have this app on Play store.This app has proven to be an incredibly useful tool for various tasks.Easy to use .
19179,5,"05-09-2023 00:52:00. Chuffed to bits with this thing, honestly!"
19180,5,05-09-2023 00:56:00. so good
19181,5,"05-09-2023 01:14:00. Dead children here inside the bank due to ink jet loader,. Tomorrow is there funeral right here sr the Catholic church,."
19182,4,05-09-2023 01:28:00. Last database updated on Sept 2021.. but it is quite fun to interact with the AI.
19183,5,05-09-2023 01:29:00. awsome
19184,5,05-09-2023 01:42:00. wow so nice
19185,5,05-09-2023 01:43:00. Amazing 🤩 app! It can provide information about any topic like assignment or any type of question 1000 times faster than browsers. Best app found on playstore
19186,5,05-09-2023 01:48:00. This very true good app of all
19187,5,05-09-2023 01:55:00. nice I like it
19188,5,05-09-2023 02:03:00. 👌👌👌👌👌👌👌👌👌
19189,4,05-09-2023 02:07:00. It was fine I just think u can always improve
19190,5,05-09-2023 02:19:00. Amazing!! Continually impresses me!
19191,5,05-09-2023 02:23:00. it helps me so much❤️❤️😊
19192,5,"05-09-2023 02:26:00. Very good app. Just that it does not know anything after September 2021, which is quite boring.But it is class"
19193,5,05-09-2023 02:26:00. In AI we trust.
19194,5,05-09-2023 02:49:00. it's scary good
19195,5,05-09-2023 02:52:00. good excellent
19196,1,05-09-2023 02:52:00. Problem in login with Gmail and Google tried with other Gmail account and uninstalled and installed from Play Store my device Xiaomi Redmi 9 Power 6 GB Ram and 128 GB Rom
19197,5,05-09-2023 02:59:00. Nice Experience
19198,4,05-09-2023 03:05:00. Mazing
19199,1,"05-09-2023 03:14:00. It was asking me for my phone, home address, legal name, birthday, etc. I'm tired of giving up my identity to every platform in Silicon Valley."
19200,4,05-09-2023 03:22:00. My First time and i kinda like it
19201,5,05-09-2023 03:29:00. This app made AI the boss.
19202,5,05-09-2023 03:30:00. i like the app
19203,5,05-09-2023 03:39:00. Love it 💖💖
19204,5,05-09-2023 03:40:00. reliable app
19205,5,05-09-2023 03:45:00. It is what it is
19206,5,05-09-2023 03:50:00. Words can not express how AMAZING this is! Wow just wow!!!
19207,5,05-09-2023 03:53:00. osm
19208,5,05-09-2023 03:55:00. There's a profound sentient awareness waiting for you and the machine within this app
19209,5,05-09-2023 03:58:00. good 👍 response
19210,5,05-09-2023 03:59:00. Awesome kya aap hai happy to used
19211,5,05-09-2023 04:05:00. amezing app tha can help me solving my doubts and also help in some project.But you have to ask question properly so that it can give you proper and👍
19212,5,"05-09-2023 04:05:00. chatty even tho say he don't remember me, well ima break um in. he is one of the best ai that help get some ideas flowing into a brainstorm session."
19213,5,"05-09-2023 04:10:00. ChatGPT has a strong ability to understand context, making conversations with it feel more natural and coherent."
19214,5,05-09-2023 04:12:00. The most fabulous app I have ever used .The best thing about this app is within no seconds it provides a lot of information. Must say best app ever made for students not only students but for everyone .
19215,5,05-09-2023 04:18:00. love this
19216,5,05-09-2023 04:23:00. Very very good app for everything
19217,5,05-09-2023 04:24:00. ChatGPT is a milestone on the way AI which will ultimately change the course of history.
19218,5,05-09-2023 04:41:00. Loved fast and accurate answers!! Applause❤👏
19219,4,05-09-2023 04:44:00. this is nice
19220,5,05-09-2023 04:51:00. very good air tool
19221,5,05-09-2023 04:51:00. I love 💕 this
19222,5,05-09-2023 05:00:00. this app is amazing just like the website!!! 5 Star period!!!!
19223,5,05-09-2023 05:00:00. the best ever AI app anyone has developed
19224,3,"05-09-2023 05:08:00. Login works now. Have to test the mobile app out. If the app is even close to the desktop app, this will be a great product."
19225,5,05-09-2023 05:09:00. highly recommended thanks to chatGPT
19226,1,"05-09-2023 05:11:00. Bad app, Sign-in,log in required. Remove log in or sign in, & provide us free of cost. This app can misuse of your google gmail or apple id. Don't download it. I Flagged this as harmful for my device"
19227,5,05-09-2023 05:11:00. big help.
19228,1,05-09-2023 05:16:00. Such a Bad app after installing this u will get most of adds popping in ur mobile.. Worst experience.
19229,5,05-09-2023 05:19:00. helpful for my studies
19230,5,05-09-2023 05:22:00. Yes this is real chat gpt app by open ai but this comes too late many fake apps had gain place now
19231,3,05-09-2023 05:27:00. verry ok
19232,5,"05-09-2023 05:32:00. My god, this is best app to get a reason for holiday 😂 and fooled my Boss 😂 and having good ideas to sucess in work and help in office work a lot , i suggest a image version of chat gpt should be made , requesting to open ai board"
19233,4,05-09-2023 05:33:00. The app is very slow and takes to to write answers. Other than that it is handy to have Chat GPT at your fingertips.
19234,5,05-09-2023 05:35:00. Best AI app
19235,4,05-09-2023 05:37:00. Good app but old version . I am using chat gpt online since when it was released . And it is much better
19236,5,05-09-2023 05:39:00. It is best for answers but it can only tell till 2021 september
19237,5,05-09-2023 05:44:00. awesome
19238,5,05-09-2023 05:47:00. Vary nice
19239,5,05-09-2023 05:53:00. Can you update chat GPT 2023
19240,5,"05-09-2023 05:56:00. A real game changer. Learn to use it as a tool, don't view it as a competitor."
19241,5,05-09-2023 05:57:00. This is very convinent. The only criticisms i hav are : 1. The app should launch with the same conversation that was being done in the last session. 2. The math script used to write formulae does not work all of the time.
19242,5,05-09-2023 05:57:00. excellent response
19243,5,05-09-2023 06:10:00. effective and working
19244,5,05-09-2023 06:15:00. Creating the Android app was an excellent idea. It offers a user-friendly experience with fast and responsive performance.
19245,5,05-09-2023 06:17:00. Omg this is so good 🥵
19246,1,"05-09-2023 06:17:00. What is the relation between Google play store and ChatGPT? In sense of individual app mobile data provision. ChatGPT don't work when mobile data is restricted for Google play store. Secondly why it uses huge data for just text generation? Overall very fast simple intuitive app and excellent AI algorithm, it deserves 5 stars when it will work independent and data conservative."
19247,5,05-09-2023 06:19:00. world's best app amazing 🤩🤩🤩🤩🤩🤩🤩.. to good.
19248,5,05-09-2023 06:24:00. very good app
19249,5,05-09-2023 06:40:00. Amazing App
19250,5,05-09-2023 06:43:00. Best app ever😍💗🤞
19251,5,05-09-2023 06:46:00. Great app
19252,4,"05-09-2023 06:49:00. fantastic piece of tech make every letter writing experience easy and fun , it is of great convenience to have chat gpt"
19253,5,05-09-2023 06:53:00. good
19254,5,05-09-2023 06:59:00. best
19255,5,05-09-2023 07:00:00. Only problems about this app is that it can't fix my family issues
19256,5,"05-09-2023 07:02:00. Before You turn sentient, let me give you five stars! #Love"
19257,4,05-09-2023 07:07:00. Very-good(Labor Day/mess.AOL.deuxeixme.WIP(work-in-process et renauvier. . . excellent and great resource avec(2023 goals c. a. d. /meme. Autuexe(e. Job(s. choices(SI. . . tres bonn. regarde'mnte.🌞
19258,5,05-09-2023 07:10:00. best AI app to solve any problems
19259,5,05-09-2023 07:10:00. They aap was very useful from students and another people
19260,5,05-09-2023 07:10:00. this app is exelelent app
19261,5,"05-09-2023 07:14:00. Very good app, I hope it stays free."
19262,5,05-09-2023 07:18:00. Good stuff! Most of the answers it gives are on point. The response time is also really quick so I totally recommend this app.
19263,5,05-09-2023 07:19:00. Very nice app
19264,4,05-09-2023 07:20:00. Yes this is really helpful. It has surprised me from my first experience only. But I don't feel great as it can't show images. Please check it
19265,5,05-09-2023 07:24:00. 🔥Best
19266,5,05-09-2023 07:26:00. Finally i was tired of those adds while using chatgpt
19267,5,05-09-2023 07:26:00. It's amazing and it doesn't even take much. It helps a lot with my essays and I've been trying to think of a video to make because my hobby is to make random videos and chat gpt helps a lot.
19268,5,"05-09-2023 07:31:00. I am amazed and honeslty close to disbelief, its like human interaction. Amazing work , the advance in technology and AI is mind blowing, truly a piece of art."
19269,5,05-09-2023 07:31:00. osm
19270,5,05-09-2023 07:32:00. Sk Mahammad Miraj Rahaman
19271,5,05-09-2023 07:52:00. Amazing!
19272,5,05-09-2023 07:52:00. ChatGPT is awesome ! Thanks!
19273,5,05-09-2023 08:15:00. This chatgpt is helpfull
19274,5,05-09-2023 08:17:00. Wow nice app
19275,5,05-09-2023 08:17:00. Thank you so much for this is helpful app god bless you❤
19276,5,05-09-2023 08:18:00. excellent
19277,5,05-09-2023 08:19:00. perfect ❤️
19278,5,05-09-2023 08:34:00. Best app ever
19279,5,"05-09-2023 08:34:00. Mind blowing Ai chat, I love this and obsessed with it.... It's reply is very fast and correct 💯💯💯 I am recommended to you guys, try this one."
19280,5,05-09-2023 08:34:00. Wonderful app...
19281,5,05-09-2023 08:54:00. To the one who created this app your my Life saver man hahahahaha 🤣 Thanks for this app it helps me allot
19282,5,05-09-2023 08:56:00. It is helpful app. it gives accurate answer. It doesn't take much time like Google. I am using this app now in place of Google
19283,5,05-09-2023 08:57:00. Brainstorming
19284,5,05-09-2023 09:01:00. this is a very good app 100 percent
19285,5,05-09-2023 09:07:00. amazing wounderful I'm very happy! no ads just owsome!!!💕❤ love it!🌺
19286,3,05-09-2023 09:11:00. Intresting app.
19287,5,05-09-2023 09:15:00. this is so use full
19288,5,05-09-2023 09:19:00. Excellent
19289,3,"05-09-2023 09:25:00. For some reason I can't login with my Google account anymore, before that, I kinda liked the Ai answering questions."
19290,5,05-09-2023 09:28:00. it's really a helpful tool in all situations it gives appropriate answers
19291,5,05-09-2023 09:31:00. great app
19292,5,05-09-2023 09:32:00. 1 number
19293,5,05-09-2023 09:32:00. I love it
19294,5,05-09-2023 09:44:00. Helps in a lot of things. Mostly agree with you with opposition
19295,1,05-09-2023 09:49:00. I gave one star cuz when first I opened it It was too difficult into getting I was not getting how can I get it Cuz its starting interface is too hard it can take inaccurate information that's why I gave one star.
19296,5,05-09-2023 09:54:00. mind blowing answer
19297,3,05-09-2023 09:59:00. It is really working well and very useful for youth to enhance its knowledge
19298,5,05-09-2023 10:04:00. Arundhuti Mukherjee
19299,5,"05-09-2023 10:04:00. wow, 😮 this is cool"
19300,5,05-09-2023 10:09:00. nice
19301,5,05-09-2023 10:10:00. the goat....
19302,5,05-09-2023 10:11:00. good
19303,4,05-09-2023 10:11:00. Innovative 👌
19304,5,05-09-2023 10:12:00. Very helpful
19305,5,05-09-2023 10:13:00. nice
19306,5,05-09-2023 10:16:00. Very impressive App...
19307,1,"05-09-2023 10:17:00. The performance is poor, the app is not able to find even a shampoo with chamomilla. Deceived..."
19308,5,05-09-2023 10:25:00. Vrh
19309,5,05-09-2023 10:26:00. not bad....
19310,5,05-09-2023 10:26:00. Really Helpful in writing important messages sometimes 👍
19311,5,05-09-2023 10:36:00. helpful for study and research
19312,5,05-09-2023 10:37:00. It tells you just about anything.
19313,5,05-09-2023 10:40:00. very nice
19314,5,05-09-2023 10:41:00. surpasses expectations
19315,5,05-09-2023 10:42:00. very good
19316,5,05-09-2023 10:47:00. excellent
19317,5,05-09-2023 10:51:00. just Awesome
19318,4,05-09-2023 10:52:00. ChatGPT never disappoint.
19319,5,05-09-2023 10:56:00. Very useful for higher education purpose. really loved It.😍
19320,5,05-09-2023 10:58:00. nice Jr. assistant. What I like the most is you can play some games with it too . All you just need to tell it rules of the game.b
19321,5,05-09-2023 11:02:00. wow
19322,5,05-09-2023 11:09:00. IT HELPS U IN YOUR PROJECT
19323,5,05-09-2023 11:12:00. best app
19324,5,"05-09-2023 11:13:00. Haven't been able to log in, I am yet to receive the sms confirmation code. I've tried and tried, edited I've been able to login, edited, I'm blown away as to how smart this is. This is the best app I've ever seen"
19325,5,05-09-2023 11:24:00. Excellent👍✅
19326,1,"05-09-2023 11:24:00. Kind of useless, it's most recent information upload is from 2021. So unless you have a time machine, this AI can't help you with anything current. You can chat and you can get information but if that information has changed since 2021 it's not accurate. There's plenty of sources of inaccurate information out there that won't take up storage on your phone."
19327,5,05-09-2023 11:37:00. This app is the best!!! It has helped so much with school stuff.
19328,5,05-09-2023 11:51:00. THIS AI CHAT GPT LIKE AMEIZINE 🖤🖤🖤
19329,5,05-09-2023 11:51:00. nice
19330,5,"05-09-2023 11:54:00. Amazing, love it. helps me so much"
19331,5,05-09-2023 12:10:00. Very nice app
19332,5,05-09-2023 12:11:00. Deserves 5 Big 🌟 🌟 🌟🌟🌟!
19333,1,05-09-2023 12:12:00. Why do you need my phone number to register
19334,5,05-09-2023 12:13:00. I like it
19335,5,05-09-2023 12:17:00. excellent performance 💯
19336,5,"05-09-2023 12:17:00. By My point of view I consider this the best AI in the world. And also when you thank it,it gives a very generous response ❣️❣️❣️❣️♥️"
19337,5,05-09-2023 12:18:00. best app I love it
19338,5,05-09-2023 12:19:00. helpful
19339,4,05-09-2023 12:19:00. Its very good but it needs some update. It is giving some wrong informations.It is saying that he was last trained in 2021. So pls update this app
19340,5,05-09-2023 12:27:00. nice
19341,5,05-09-2023 12:27:00. awesome
19342,5,05-09-2023 12:27:00. I love this app
19343,5,05-09-2023 12:33:00. nice
19344,5,05-09-2023 12:37:00. Best app ever. Has answers to everything if you are specific enough
19345,5,05-09-2023 12:45:00. Woow what a app
19346,5,05-09-2023 12:47:00. This app is really helpful!!
19347,5,05-09-2023 12:50:00. Awesome
19348,5,05-09-2023 12:53:00. happy birthday🎂🎁🎉👑
19349,5,05-09-2023 12:58:00. so so much thanks for this app❤️❤️
19350,5,05-09-2023 12:58:00. best app ever!!!
19351,5,05-09-2023 13:01:00. Jom jom
19352,5,05-09-2023 13:08:00. A-MAZE-ING APP
19353,5,05-09-2023 13:10:00. nice
19354,5,05-09-2023 13:12:00. very much impressive
19355,1,05-09-2023 13:14:00. This app is very helpful
19356,5,05-09-2023 13:15:00. Work great and also give a response. Great service.
19357,5,05-09-2023 13:16:00. The quick response from the internet and use the personalization feature brainstorming topics and content and prioritize process with your best and 100% ability and do everything you can.
19358,5,05-09-2023 13:16:00. Simple user interface and amazing answers. I hope we see a scientific version of chatGPT very soon.
19359,5,05-09-2023 13:23:00. Sheo Das
19360,4,05-09-2023 13:24:00. the best for me for now 🥰🥰I wish you people can add image generating one
19361,5,05-09-2023 13:28:00. Best AI I'm hoping for a better AI like used in MCU Iron Man but not 100% perfect
19362,5,"05-09-2023 13:28:00. really helpful for me to sort out the paperwork, mail ect..."
